battery,step_index,step_type,comment,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_delta,current_mean,current_min,current_max,current_std,current_abs_mean,temp_mean,temp_min,temp_max,temp_delta,duration_sec,n_datapoints,capacity_proxy,step_type_encoded,cycle_number
RW10,53,D,discharge (random walk),3.572551495016612,3.536,3.642,0.02532305895899375,-0.10599999999999987,2.99990365448505,2.999,3.004,0.00044723580729895797,2.99990365448505,28.118993887043185,27.29414,28.80284,1.508700000000001,300.0,301,899.971096345515,1,4.0
RW10,55,C,charge (random walk),4.1526538461538465,4.076,4.2,0.034954852538329105,0.12400000000000055,-4.500038461538461,-4.502,-4.499,0.0004368391035230904,4.500038461538461,28.871030769230764,28.81839,28.95837,0.13997999999999777,24.78,26,111.51095307692306,0,5.0
RW10,57,C,charge (random walk),4.119820598006644,4.039,4.179,0.039693439556536717,0.14000000000000057,-2.2498372093023256,-2.254,-2.249,0.0005314783988257663,2.2498372093023256,28.763305581395343,28.4451,29.02059,-0.5132699999999986,300.0,301,674.9511627906977,0,6.0
RW10,59,D,discharge (random walk),3.4487774086378735,3.367,3.695,0.07229916819845507,-0.32799999999999985,4.499840531561461,4.499,4.505,0.0005101804610376462,4.499840531561461,29.838302192691025,28.42955,31.57141,3.141860000000001,300.0,301,1349.9521594684384,1,6.0
RW10,61,C,charge (random walk),4.115833887043189,3.911,4.2,0.06278158347605871,0.28900000000000015,-2.999890365448505,-3.002,-2.999,0.00048010955214612986,2.999890365448505,30.73655225913622,28.94282,31.72542,-2.6901899999999976,299.90999999999997,301,899.6971195016611,0,7.0
RW10,63,C,charge (random walk),4.167312267657993,4.14,4.2,0.017869390821037456,0.0600000000000005,-2.24989219330855,-2.254,-2.249,0.0005516908984115246,2.24989219330855,28.278523643122675,27.63631,28.94282,-1.3065099999999994,267.15,269,601.0586994423791,0,8.0
RW10,65,D,discharge (random walk),3.4873255813953485,3.409,3.721,0.06919878662118797,-0.3120000000000003,4.499833887043189,4.499,4.509,0.000666458763106883,4.499833887043189,29.185028571428568,27.60521,30.81673,3.195969999999999,300.0,301,1349.9501661129566,1,8.0
RW10,67,D,discharge (random walk),3.5131196013289037,3.485,3.534,0.01556592393277466,-0.03100000000000014,2.999906976744186,2.999,3.005,0.0005135873081056071,2.999906976744186,30.97566162790698,30.81673,31.06316,0.12321999999999989,300.0,301,899.9720930232559,1,8.0
RW10,69,C,charge (random walk),4.130405737704918,3.953,4.2,0.053393253087590235,0.24700000000000033,-3.749901639344263,-3.754,-3.749,0.0005186653121165598,3.749901639344263,30.557814139344263,30.23148,30.93995,-0.6930699999999987,243.04,244,911.3760944262297,0,9.0
RW10,71,C,charge (random walk),4.169103092783505,4.141,4.2,0.017682471101323028,0.05900000000000016,-2.999969072164949,-3.004,-2.999,0.0005459052492731002,2.999969072164949,30.422830412371134,29.65828,32.92673,-0.5885999999999996,192.6,194,577.7940432989691,0,10.0
RW10,73,C,charge (random walk),4.165218120805369,4.142,4.2,0.01823990224898477,0.05400000000000027,-2.2498422818791943,-2.253,-2.249,0.0005102547341264304,2.2498422818791943,28.740777449664435,27.83851,29.65828,-1.8197700000000019,296.84000000000003,298,667.8431829530201,0,11.0
RW10,75,D,discharge (random walk),3.6450830564784056,3.579,3.827,0.05389391954029149,-0.24799999999999978,2.999916943521595,2.999,3.004,0.0005185066341914132,2.999916943521595,30.08241475083057,27.80741,31.24798,3.409469999999999,300.0,301,899.9750830564784,1,11.0
RW10,77,D,discharge (random walk),3.5429833887043185,3.512,3.584,0.018553587374508674,-0.07200000000000006,2.99993023255814,2.999,3.005,0.0005075342114744603,2.99993023255814,31.39559445182724,31.24798,31.55601,0.30803000000000225,300.0,301,899.979069767442,1,11.0
RW10,79,C,charge (random walk),4.027611295681063,3.886,4.086,0.04186108658506141,0.20000000000000018,-2.24990365448505,-2.254,-2.249,0.0005162025281365721,2.24990365448505,30.747448338870434,29.96935,31.55601,-1.5711000000000013,300.0,301,674.971096345515,0,12.0
RW10,81,C,charge (random walk),3.9631096345514956,3.954,3.98,0.006790990234968003,-0.004999999999999893,-0.7500730897009966,-0.759,-0.749,0.0005889120172375115,0.7500730897009966,29.08533146179402,28.08737,30.00046,-1.8975399999999993,300.0,301,225.021926910299,0,13.0
RW10,83,D,discharge (random walk),3.7962325581395353,3.769,3.864,0.023492115092707436,-0.09499999999999975,0.7500332225913621,0.749,0.752,0.00033444441997799063,0.7500332225913621,27.341315315614615,26.56312,28.07182,-1.5086999999999975,300.0,301,225.0099667774086,1,13.0
RW10,85,D,discharge (random walk),3.758644518272425,3.75,3.769,0.0052993334549678904,-0.019000000000000128,0.7500431893687708,0.749,0.754,0.00036653417713754987,0.7500431893687708,26.06535302325581,25.56769,26.54757,-0.9798800000000014,300.0,301,225.01295681063124,1,13.0
RW10,87,D,discharge (random walk),3.742318936877077,3.735,3.752,0.004515525840984655,-0.016999999999999904,0.7500431893687707,0.749,0.756,0.0004480987455172725,0.7500431893687707,25.313975747508305,24.9611,25.56769,-0.6065900000000006,300.0,301,225.0129568106312,1,13.0
RW10,89,D,discharge (random walk),3.63965780730897,3.622,3.677,0.012818662961052114,-0.05500000000000016,1.4999102990033224,1.499,1.505,0.0005043929053384636,1.4999102990033224,24.972159036544852,24.91444,25.03887,0.04666000000000281,300.0,301,449.9730897009967,1,13.0
RW10,91,D,discharge (random walk),3.5216312292358802,3.501,3.566,0.014953756674772901,-0.06499999999999995,2.24993023255814,2.249,2.256,0.0005009455634543353,2.24993023255814,25.732319966777407,24.99221,26.51646,1.5086999999999975,300.0,301,674.979069767442,1,13.0
RW10,93,C,charge (random walk),4.083063122923588,3.909,4.137,0.04933436668719635,0.22799999999999976,-2.9998970099667774,-3.004,-2.999,0.0004951838108673785,2.9998970099667774,26.845151229235878,26.51646,27.30969,0.7932300000000012,300.0,301,899.9691029900332,0,14.0
RW10,95,C,charge (random walk),4.167843881856541,4.133,4.2,0.01830833243110863,0.06700000000000017,-2.999915611814346,-3.004,-2.999,0.0004960274096096012,2.999915611814346,27.6703770464135,27.30969,28.05626,0.746570000000002,235.91,237,707.7100919831223,0,15.0
RW10,99,D,discharge (random walk),3.714006644518273,3.672,3.858,0.04181552536834189,-0.18599999999999994,1.4999102990033224,1.499,1.506,0.0005300851592390446,1.4999102990033224,27.918916411960133,27.5741,28.13403,-0.4977199999999975,300.0,301,449.9730897009967,1,15.0
RW10,101,D,discharge (random walk),3.496362126245847,3.461,3.563,0.02302371507694173,-0.10200000000000031,2.99990365448505,2.999,3.002,0.0004321236290524865,2.99990365448505,28.237273455149506,27.5741,29.02059,1.4464899999999972,300.0,301,899.971096345515,1,15.0
RW10,103,D,discharge (random walk),3.5149136212624588,3.498,3.527,0.009226524336839171,-0.019999999999999574,2.2498803986710967,2.249,2.252,0.0004378077072981018,2.2498803986710967,29.364779468438538,29.03614,29.64273,0.6065900000000006,300.0,301,674.964119601329,1,15.0
RW10,105,D,discharge (random walk),3.566714285714286,3.555,3.571,0.003706611033489135,0.004999999999999893,1.4999069767441862,1.499,1.504,0.0004442147457288232,1.4999069767441862,29.495253122923582,29.19168,29.7205,-0.4510499999999986,300.0,301,449.97209302325587,1,15.0
RW10,107,C,charge (random walk),4.124235880398671,3.946,4.178,0.04943240132379629,0.23199999999999976,-3.7499368770764128,-3.752,-3.749,0.00046755412375883946,3.7499368770764128,29.2084692358804,29.09835,29.47164,0.2955199999999998,300.0,301,1124.9810631229238,0,16.0
RW10,109,D,discharge (random walk),3.508673333333333,3.454,3.681,0.045431559759953444,-0.22699999999999987,2.9999133333333337,2.999,3.003,0.0004462684792314161,2.9999133333333337,30.078481899999993,29.48719,30.75513,1.267940000000003,300.0,300,899.974,1,16.0
RW10,111,C,charge (random walk),3.8251096345514957,3.729,3.85,0.026050256951551626,0.121,-0.7500265780730896,-0.753,-0.749,0.0003249706115784051,0.7500265780730896,29.736048372093023,28.47621,30.80133,-2.278920000000003,300.0,301,225.00797342192686,0,17.0
RW10,113,C,charge (random walk),4.092847176079734,4.006,4.131,0.026454560183150774,0.125,-2.9998870431893687,-3.008,-2.999,0.000667617045715066,2.9998870431893687,28.19102634551495,28.08737,28.47621,-0.18663999999999703,300.0,301,899.9661129568107,0,18.0
RW10,115,D,discharge (random walk),3.7424551495016605,3.717,3.85,0.028373086571413842,-0.133,0.75,0.749,0.753,0.00042355872480151095,0.75,27.794642093023256,27.21637,28.27401,-1.0576399999999992,300.0,301,225.0,1,18.0
RW10,117,C,charge (random walk),4.050634551495016,3.944,4.089,0.03318496440667969,0.14500000000000046,-2.24987707641196,-2.253,-2.249,0.00052337972482114,2.24987707641196,27.003477541528238,26.93641,27.20082,-0.20220000000000127,300.0,301,674.963122923588,0,19.0
RW10,119,D,discharge (random walk),3.440023255813954,3.391,3.634,0.049708480302503674,-0.24299999999999988,3.7498737541528238,3.749,3.753,0.00047250888232716105,3.7498737541528238,28.49088890365448,26.98307,30.15447,3.155850000000001,300.0,301,1124.9621262458472,1,19.0
RW10,121,C,charge (random walk),4.13420979020979,3.948,4.2,0.05193168631974058,0.2520000000000002,-3.749842657342657,-3.752,-3.749,0.0005014649184181003,3.749842657342657,30.403857272727272,30.16987,30.77053,0.6006600000000013,284.59000000000003,286,1067.1677218531468,0,20.0
RW10,123,D,discharge (random walk),3.538797342192691,3.489,3.718,0.04569233518433031,-0.2290000000000001,2.9998803986710962,2.999,3.001,0.0004223583218367702,2.9998803986710962,31.077484916943526,30.77053,31.43279,0.6622599999999998,300.0,301,899.9641196013289,1,20.0
RW10,125,D,discharge (random walk),3.289734219269103,3.23,3.391,0.036714519453156055,-0.16100000000000003,4.499870431893687,4.499,4.504,0.00044627228199895115,4.499870431893687,33.63520239202658,31.43279,36.09944,4.666650000000001,300.0,301,1349.961129568106,1,20.0
RW10,127,C,charge (random walk),3.8403189368770767,3.673,3.896,0.045826604513773385,0.22299999999999986,-1.4998803986710965,-1.504,-1.499,0.0005458826622346721,1.4998803986710965,34.583288471760795,32.71111,36.22265,-3.4191300000000027,300.0,301,449.96411960132895,0,21.0
RW10,129,D,discharge (random walk),3.5138671096345515,3.467,3.635,0.03892418238964391,-0.1679999999999997,2.249897009966777,2.249,2.252,0.00042280234604468527,2.249897009966777,32.23745448504983,32.09505,32.71111,-0.5544499999999957,300.0,301,674.9691029900331,1,21.0
RW10,131,D,discharge (random walk),3.3244291044776118,3.2,3.417,0.05416791378918581,-0.21699999999999964,2.9999253731343285,2.999,3.003,0.0004672380848506618,2.9999253731343285,32.78421410447761,32.15666,33.589,1.4323399999999964,266.26,268,798.7601298507462,1,21.0
RW10,133,C,charge (random walk),3.866308970099668,3.606,3.929,0.0636062499744827,0.32299999999999995,-2.2499202657807307,-2.254,-2.249,0.00046856811195382126,2.2499202657807307,31.91039182724253,30.12367,33.6506,-3.465329999999998,300.0,301,674.9760797342192,0,22.0
RW10,135,C,charge (random walk),4.1197873754152825,4.032,4.16,0.03045733315550528,0.1280000000000001,-3.74990365448505,-3.753,-3.749,0.0004321236290524972,3.74990365448505,30.004637607973418,29.82937,30.26228,-0.06161000000000172,300.0,301,1124.971096345515,0,23.0
RW10,137,D,discharge (random walk),3.3328471760797345,3.219,3.567,0.07257089488482472,-0.3480000000000003,4.4998571428571426,4.498,4.51,0.0007079452811624359,4.4998571428571426,32.4028807641196,30.07746,34.95973,4.882270000000002,300.0,301,1349.9571428571428,1,23.0
RW10,139,D,discharge (random walk),3.4880199335548174,3.436,3.508,0.01965059240978209,0.0,1.4998637873754153,1.499,1.504,0.0005071426122988939,1.4998637873754153,34.459463355481724,33.32717,35.05214,-1.6479599999999976,300.0,301,449.95913621262457,1,23.0
RW10,141,C,charge (random walk),3.803086378737541,3.654,3.842,0.040090833500194024,0.18800000000000017,-1.4998903654485052,-1.502,-1.498,0.0005199733567179245,1.4998903654485052,29.352848936877077,27.58965,33.32717,-5.7375200000000035,300.0,301,449.96710963455155,0,24.0
RW10,143,D,discharge (random walk),3.525873754152824,3.441,3.624,0.03682233553445496,-0.18300000000000027,1.4998936877076412,1.499,1.502,0.0004180241716949964,1.4998936877076412,29.357906843853822,27.27858,29.98491,1.9908600000000014,300.0,301,449.9681063122924,1,24.0
RW10,145,C,charge (random walk),3.98697342192691,3.787,4.051,0.053625928032933895,0.26400000000000023,-2.999813953488372,-3.002,-2.999,0.0005076864184688628,2.999813953488372,28.907576112956814,28.47621,29.54941,-1.0732000000000035,300.0,301,899.9441860465116,0,25.0
RW10,147,D,discharge (random walk),3.3916578073089703,3.258,3.6,0.07172983074319861,-0.3420000000000001,2.999940199335548,2.999,3.007,0.0005960099556568219,2.999940199335548,29.504301661129567,28.47621,30.72433,2.24812,300.0,301,899.9820598006644,1,25.0
RW10,149,C,charge (random walk),3.888292358803987,3.673,3.946,0.053725964955344326,0.27300000000000013,-2.249890365448505,-2.254,-2.249,0.0005388003772398304,2.249890365448505,29.898113521594677,28.91171,30.80133,-1.8434200000000018,300.0,301,674.9671096345514,0,26.0
RW10,151,C,charge (random walk),3.8986511627906983,3.883,3.921,0.01208144730898628,0.03399999999999981,-1.4998538205980068,-1.505,-1.498,0.0006033354309448991,1.4998538205980068,28.079412524916943,27.24748,28.91171,-1.6642299999999999,300.0,301,449.956146179402,0,27.0
RW10,153,C,charge (random walk),3.8545581395348836,3.85,3.863,0.003398373931143959,-0.0019999999999997797,-0.750013289036545,-0.753,-0.749,0.0003358276524334157,0.750013289036545,26.44282408637874,25.70767,27.23192,-1.5242499999999986,300.0,301,225.0039867109635,0,28.0
RW10,155,D,discharge (random walk),3.5886611295681066,3.547,3.684,0.03182455200551899,-0.137,1.4998704318936877,1.499,1.505,0.0005526945286858004,1.4998704318936877,25.873801760797342,25.62991,26.28315,0.5754799999999989,300.0,301,449.96112956810634,1,28.0
RW10,157,C,charge (random walk),4.147742160278746,3.958,4.2,0.05516635973943848,0.242,-3.7498885017421597,-3.753,-3.749,0.0005423913232693581,3.7498885017421597,26.787697526132405,26.28315,27.52744,1.2287299999999988,285.81,287,1071.7556326829267,0,29.0
RW10,159,D,discharge (random walk),3.491960132890365,3.426,3.688,0.052628691238815535,-0.262,2.9999169435215944,2.999,3.003,0.0004715267773876035,2.9999169435215944,28.543022956810628,27.52744,29.67383,2.1463900000000002,300.0,301,899.9750830564783,1,29.0
RW10,161,C,charge (random walk),4.138243697478991,3.977,4.2,0.05743874580021541,0.2230000000000003,-4.499857142857143,-4.503,-4.499,0.0004725349888911855,4.499857142857143,29.96630739495798,29.68939,30.16987,0.48048,117.83,119,530.2181671428572,0,30.0
RW10,163,D,discharge (random walk),3.3101901140684413,3.2,3.545,0.07621418922950597,-0.34499999999999975,4.499878326996197,4.499,4.503,0.00040012575912029867,4.499878326996197,32.231561102661594,30.18527,34.6517,4.466429999999999,262.02,263,1179.0581192395434,1,30.0
RW10,165,C,charge (random walk),3.812511627906977,3.653,3.859,0.036553933634115604,0.20599999999999996,-1.4999169435215947,-1.503,-1.499,0.0005055295175908652,1.4999169435215947,33.405510830564786,31.61761,34.77491,-3.080289999999998,300.0,301,449.9750830564784,0,31.0
RW10,167,C,charge (random walk),4.16091304347826,4.064,4.2,0.03412158105416264,0.13600000000000012,-4.499826086956522,-4.504,-4.499,0.0005372102316769094,4.499826086956522,31.56046905797102,31.44819,31.67922,-0.0770099999999978,136.3,138,613.3262956521739,0,32.0
RW10,169,C,charge (random walk),4.0170431893687715,4.005,4.037,0.009293379656645093,-0.0030000000000001137,-2.2498903654485054,-2.255,-2.249,0.0005569913835339447,2.2498903654485054,30.721237973421932,29.89159,31.55601,-1.6490100000000005,300.0,301,674.9671096345517,0,33.0
RW10,171,C,charge (random walk),3.973966777408637,3.968,3.984,0.004946782495396953,0.004999999999999893,-1.499956810631229,-1.501,-1.499,0.0004330166846546,1.499956810631229,29.034123322259134,28.28957,29.89159,-1.6020199999999996,300.0,301,449.9870431893687,0,34.0
RW10,173,C,charge (random walk),4.162750830564784,4.092,4.197,0.024008464197669128,0.10500000000000043,-2.9998837209302325,-3.004,-2.999,0.0005248959161438277,2.9998837209302325,28.287293089701,28.05626,28.55398,0.26440999999999804,300.0,301,899.9651162790698,0,35.0
RW10,175,C,charge (random walk),4.140272425249169,4.128,4.162,0.010516821066624757,0.022999999999999687,-2.2499269102990036,-2.253,-2.249,0.0005231898919608687,2.2499269102990036,28.498634983388705,28.36734,28.61619,-0.17108999999999952,300.0,301,674.9780730897011,0,36.0
RW10,181,C,charge (random walk),4.178718592964825,4.144,4.2,0.013067324934156384,0.05600000000000005,-2.2498542713567837,-2.256,-2.249,0.0006371019078124772,2.2498542713567837,28.46065733668341,28.35178,28.53842,0.1555300000000024,197.55,199,444.4587113065327,0,37.0
RW10,185,D,discharge (random walk),3.4492757475083065,3.386,3.695,0.06642924227395941,-0.3089999999999997,4.499887043189369,4.499,4.504,0.00042418367346283434,4.499887043189369,30.604925116279073,28.53842,32.92673,4.388310000000001,300.0,301,1349.9661129568105,1,37.0
RW10,187,C,charge (random walk),3.8756179401993363,3.767,3.903,0.026142915616916826,0.13600000000000012,-0.7500199335548173,-0.753,-0.749,0.0003354988286470998,0.7500199335548173,31.7540234883721,30.35469,32.97294,-2.5720399999999977,300.0,301,225.0059800664452,0,38.0
RW10,189,C,charge (random walk),3.9203355481727575,3.9,3.939,0.010602311168238024,0.039000000000000146,-0.7500398671096346,-0.755,-0.749,0.0004216783216207216,0.7500398671096346,29.26366166112957,28.2429,30.33929,-2.0963899999999995,300.0,301,225.01196013289035,0,39.0
RW10,193,C,charge (random walk),4.122830564784054,4.044,4.16,0.02605682257434799,0.11600000000000055,-2.2498538205980063,-2.255,-2.249,0.0006142496876501542,2.2498538205980063,27.842956544850498,27.5741,28.22735,-0.6377000000000024,300.0,301,674.9561461794019,0,40.0
RW10,197,C,charge (random walk),4.0131295681063115,4.008,4.04,0.005949942584343899,-0.022999999999999687,-0.7500498338870432,-0.756,-0.749,0.0004761853253732606,0.7500498338870432,27.051222857142854,26.51646,27.58965,-1.0731900000000003,300.0,301,225.01495016611295,0,41.0
RW10,201,D,discharge (random walk),3.752837209302325,3.714,3.845,0.02940704275578517,-0.13100000000000023,1.4999368770764119,1.499,1.504,0.00048155570310064416,1.4999368770764119,26.50209102990033,26.4698,26.53201,0.0,300.0,301,449.98106312292356,1,41.0
